"plan","id","phase","summary","status","index","evidence","next_action"
"FE","P12-014","P06","Server-side stale checkout revalidation","IMPLEMENTED_PARTIAL","I2","WO-008D/008F; locked offer-token revalidation now has marketing/cabinet consumers for server price/revision/reason/deadline/terms plus return-time order/hold revalidation; payment/frontend regressions PASS","Retain exact-candidate provider/readback and PostgreSQL concurrency evidence"
"FE","P12-015","P08","Platform-adaptive behavior","VERIFIED","I3","WO-010E1; host platform selects scroll/overscroll, page transition, switch and refresh physics while Android system-back and desktop focus/shortcut journeys remain covered; client analyze, adaptive 3/3 and full app-shell 359/359 PASS","Retain exact-candidate Android/Windows pointer, keyboard, system-back and device scroll evidence before I4"
"FE","P12-016","P08","Reduced-motion marketing showcase","VERIFIED","I3","WO-010E1; OS reduced motion replaces desktop sticky scrollytelling with a static four-screen grid, removes spatial hero motion and uses immediate scrolling; reduced-motion browser smoke PASS","Retain exact-candidate browser/device reduced-motion evidence before I4"
"FE","P12-017","P08","Progressive reveal visible without JavaScript","VERIFIED","I3","WO-010E1; reveal content is visible in server/no-JS HTML and only hides after its own hydrated observer enhancement; dedicated no-JS browser smoke PASS","Retain exact-candidate no-JS and constrained-runtime browser evidence before I4"
"FE","P12-018","P08","Critical path at 200 percent text scale","LOCALLY_PROVED","I3","WO-010F1; first-session choice and restore, Home and connect, Locations and Support are exercised at 2.0 text scale; six concrete overflow sites were corrected; full app-shell PASS","Run exact Android and Windows OS scaling on candidate artifacts before I4"
"FE","P12-019","P08","Accessible web tabs","LOCALLY_PROVED","I3","WO-010F1; marketing install tabs implement wrapped ArrowLeft and ArrowRight, Home and End, automatic activation and roving tabindex; browser keyboard smoke PASS","Run exact-candidate keyboard and screen-reader pass before I4"
"FE","P12-020","P01","Client PR CI workflow","LOCALLY_PROVED","I3","WO-013B client release-v2 workflow triggers on PR/push/main, pins Java 17 and Flutter 3.38.5, runs cross-repository validate-seed plus the standard 11-module/two-flavor gate; CI and runner source contracts PASS","Observe the workflow green on clean frozen client PR and exact companion revisions before I4"
"FE","P12-021","P01","Portal frontend CI with critical Playwright","LOCALLY_PROVED","I3","WO-013B; Guardrails installs matching Chromium for webapp and adminapp and runs both critical Playwright suites; static workflow contract 34 passed plus 21 subtests; local webapp 85/85 and adminapp 72/72 PASS","Observe the exact hosted Guardrails run from a clean frozen revision and retain the immutable workflow/artifact evidence before I4"
"FE","P12-022","P01","Cross-repository release manifest","CANDIDATE16_MANIFEST_LDPLAYER_RUNTIME_PARTIAL_LAB_EGRESS_FAIL","I2","WO-013DE binds signed candidate.16 manifest ae1906e6 to exact sources and six artifacts. WO-013DF proves exact x86_64 default, awg31_lab and awg2_lab runtime identity; default passes while both labs fail authenticated egress. Windows and complete static/public identity are absent","Resolve lab egress and retain exact candidate.16 Windows runtime plus complete static-surface and public same-byte digest/identity readback before I3/I4"
"FE","P12-023","P01","Stable public trust surface","CANDIDATE16_SIGNED_INDEX_READBACK_PUBLIC_ASSETS_OPEN","I3","WO-013DE; Kiwunaka/pokrov main f321a8c retains strict-v2 candidate.16 signed source 54cfa03, Ed25519 trust root, unsigned-Windows beta exception and matching receipt. Real hosted signer/receipt steps and local outputs pass; OWNER_SOLO_EXCEPTION retains independent_review_performed=false. Public v1.2.0 app assets and stable pointer do not exist","Retain six candidate.16 same-byte public asset digests and immutable public index readback before I4"
"FE","P12-024","P06","Product facts consistency gate","LOCALLY_PROVED","I3","WO-008A/008H/008I/008J; digest-pinned active-client projection consumes trial, reward and Android/Windows versus Apple-readiness scope; server plans remain the only client price source; production Dart currency-price literals are rejected; commercial/copy/shared tests 33 passed and focused client scope/server-price tests PASS","Retain exact-candidate Android/Windows/device and public/server readback before I4"
"FE","P12-101","P08","ProtectionViewState with state and intents","LOCALLY_PROVED","I3","WO-010B1; immutable ProtectionViewState retains the exact ConnectionPresentation and bounded protection context; ProtectionIntents is the single Home action boundary; unit 11/11, widget 3/3, analyze and seed validation PASS","Retain exact-candidate Android/Windows visual and semantics evidence before I4"
"FE","P12-102","P08","Extract four coordinators from bootstrap","LOCALLY_PROVED","I3","WO-010B2..B5; connection first-session account/session and diagnostics mutable ownership extracted behind focused coordinator contracts; raw-field regression guard analysis coordinator/widget tests and full seed validation pass","Retain exact-candidate client evidence before I4"
"FE","P12-103","P08","Guard feature boundaries and part count","LOCALLY_PROVED","I3","WO-010B1; client-presentation-boundary rejects parallel Home connection props, composition-root leakage and app-shell part growth above 29; focused guard and full seed validation PASS","Extend the guard only when later coordinator seams are implemented; no line-count rewrite"
"FE","P12-104","P08","Protection summary and disclosed details","LOCALLY_PROVED","I3","WO-010B6; summary-first status added with explicit details disclosure for technical checks location last check live stats history and support action; focused widgets architecture guard and full 347-test app-shell suite pass","Retain exact-candidate 200-percent/device evidence before I4"
"FE","P12-105","P08","Long-connect stage UX","LOCALLY_PROVED","I3","WO-010B6; ConnectionCoordinator owns ten-second per-stage timer reset/cancel and Home exposes current safe stage plus details while recording one bounded slow-stage event; unit/widget/full regression pass","Retain exact-candidate device and analytics readback before I4"
"FE","P12-106","P08","Repair progress and disconnect warning","LOCALLY_PROVED","I3","WO-010B6; repair requires explicit transient-disconnect confirmation reports stop/profile/verify steps and ends in verified result or support path; success/failure widget and full regression pass","Retain exact-candidate device evidence before I4"
"FE","P12-107","P08","Locations information architecture","VERIFIED","I3","WO-010H proves the ordered Auto, recovery-framed reserve, favorites, recent and remaining-catalog structure with cached/offline behavior in the complete app-shell regression","Retain physical-device navigation and exact-candidate presentation proof for I4"
"FE","P12-108","P08","Latency freshness states","VERIFIED","I3","WO-010H proves current/stale/invalid catalog measurements and explicit per-variant age labels; unknown or future timestamps never present as fresh latency","Retain real-device measurement cadence and exact-candidate latency-source proof for I4"
"FE","P12-109","P08","Split basic and expert rules","VERIFIED","I3","WO-010H keeps route scope and app selection in the first layer while DNS, custom routes, trusted Wi-Fi and Windows stack remain behind one expert disclosure; focused IA regression PASS","Retain physical-device discoverability and exact-candidate proof for I4"
"FE","P12-110","P08","One change-summary apply/reconnect operation","VERIFIED","I3","WO-010H accumulates expert changes in one named summary and proves two edits cause no disconnect until one Apply action performs exactly one disconnect/connect; focused 6/6 and full app-shell 375/375 PASS","Retain Android/Windows physical-device reconnect and failure-recovery evidence for I4"
"FE","P12-111","P08","Decompose Profile information architecture","VERIFIED","I3","WO-010H proves distinct access, account/devices, recovery, support, app-settings and rewards sections; routing and diagnostics retain their canonical owners","Retain screen-reader navigation and exact-candidate presentation proof for I4"
"FE","P12-112","P04","Support Bundle v1 preview, redaction and diagnostic ID","LOCALLY_PROVED","I3","WO-006F; exact summary-profile preview and separately labelled safe ticket summary; app-shell 329 tests and analyzer PASS","Complete encrypted upload action only after signed platform key/ticket exists"
"FE","P12-113","P08","Polling lifecycle with stop, jitter and backoff","LOCALLY_PROVED","I3","WO-010G2/010K; the one-shot coordinator stops in background/ineligible/disposed states. Client PR 29 head 03a59a7 adds active 8-10 second cadence, 15-30 seconds after one unchanged minute, immediate foreground refresh, typed changed/unchanged/failed results and failure backoff capped at two minutes; focused tests, app-shell 392/392 and the full local client gate PASS. PR 29 is unmerged and its zero-step hosted job is billing-blocked","Require successful hosted checks and merge before building a replacement exact candidate; then retain LDPlayer/Windows background-resume and authorized live-support traffic evidence before I4"
"FE","P12-114","P08","Guard direct haptic calls","LOCALLY_PROVED","I3","WO-010B1; PokrovHaptics is a standalone guarded adapter used by shell, features and design controls; boundary test rejects every direct HapticFeedback call outside it; haptic contract PASS","Retain exact-candidate Android/Windows haptic observation before I4"
"FE","P12-115","P08","Announce meaningful semantic transitions only","LOCALLY_PROVED","I3","WO-010F1; CTA announces only the action while a dedicated status button owns live transition text; idle-to-verified semantics proof PASS","Run TalkBack and Narrator announcement timing on exact candidate before I4"
"FE","P12-116","P08","Golden critical states","LOCALLY_PROVED","I3","WO-010F1; four tracked deterministic client goldens cover idle, route scope, verified and degraded across light and dark with animations disabled and image-cache isolation; comparison PASS","Attach exact-candidate device captures separately before I4"
"FE","P12-117","P08","Semantics tests for CTA, status, modal and live region","LOCALLY_PROVED","I3","WO-010F1; semantics tests assert unique CTA and status labels, button roles and live-region state while retained modal and permission contracts pass in the full suite","Run exact-candidate screen-reader manual suite before I4"
"FE","P12-118","P08","Checklist instead of automatic tour","LOCALLY_PROVED","I3","WO-010D1; automatic first-run modal removed and the launch checklist remains available on demand; focused cabinet and full WebApp E2E PASS","Retain exact-candidate browser/device evidence before I4"
"FE","P12-119","P08","Dashboard activation CTA by lifecycle stage","LOCALLY_PROVED","I3","WO-010D1; dashboard CTA now follows inactive/install/connect/complete/expiring lifecycle states with focused journey coverage; cabinet 63/63 and full WebApp E2E 82/82 PASS","Retain exact-candidate account-state journey evidence before I4"
"FE","P12-120","P06","Parallelize checkout data","LOCALLY_PROVED","I3","WO-008L; browser gates hold the first responses open and prove cabinet catalog/provider 2/2 plus public checkout catalog/provider/acquisition 3/3 all start before any response; dependent offer preview stays sequenced after catalog/plan; WebApp 69/69 and marketing production/responsive gates PASS","Retain exact-candidate browser performance and deployed-origin request timing before I4"
"FE","P12-121","P08","Audit custom navigation and prefetch","LOCALLY_PROVED","I3","WO-010D1; route links retain Link ownership with documented bounded prefetch/activity/duplicate-click behavior and external/auth exclusions; lint build and full WebApp E2E PASS","Retain exact-candidate browser navigation evidence before I4"
"FE","P12-122","P08","Restore focus to main heading","LOCALLY_PROVED","I3","WO-010D1; client-side route changes restore focus to the destination main heading and focused route coverage passes; cabinet 63/63 and full WebApp E2E 82/82 PASS","Retain exact-candidate keyboard/screen-reader evidence before I4"
"FE","P12-123","P08","Integrate axe with no serious or critical issues","LOCALLY_PROVED","I3","WO-010F1; direct axe-core gates report zero serious or critical findings on marketing home and install plus cabinet dashboard, downloads and checkout; browser suites PASS","Repeat against the exact deployed candidate origin before I4"
"FE","P12-124","P08","Visual regression matrix","LOCALLY_PROVED","I3","WO-010F1; eight tracked Playwright baselines cover cabinet mobile and desktop by light and dark by normal and reduced motion; development chrome is excluded and release-style comparison PASS","Retain exact-candidate visual artifacts and manual platform review before I4"
"FE","P12-125","P08","Finite hero motion","VERIFIED","I3","WO-010E1; hero chips run two finite cycles then stop, mouse tilt is pointer-only and OS reduced motion removes offset, depth and looping; static and browser motion guards PASS","Retain exact-candidate browser motion evidence before I4"
"FE","P12-126","P04","Shared reason-code catalog","LOCALLY_PROVED","I3","WO-006A; platform canonical 117-code catalog plus client typed snapshot and drift tests","Wire safe messages/actions into diagnostics UI in WO-010; no UI claim yet"
"FE","P12-127","P09","Activation telemetry beyond download","LOCALLY_PROVED","I3","WO-011D/F; server-issued campaign/offer/creative/assignment/impression/click lineage reaches signed checkout and identity-free paid/verified-connect/D7/D30/renewal/reversal projections; app consumer and backend gate PASS","Retain exact-candidate deployed redacted activation lineage and D30 outcome evidence before I4"
"FE","P12-128","P08","Remove stale beta wording","LOCALLY_PROVED","I3","WO-010D1; stale public-beta and unsigned-beta wording removed from active cabinet download/onboarding surfaces; copy guardrails 39/39 and full WebApp E2E PASS","Retain exact-candidate public copy readback before I4"
"FE","P12-129","P06","Remove duplicated hardcoded copy facts","LOCALLY_PROVED","I3","WO-008I; active client digest-pins product/public-URL facts and rejects production Dart hardcodes; portal/backend/bot live trial and reward constants bind shared product-facts; marketing/catalog consumers bind variables; cross-surface tests, client analyze and frontend builds PASS","Retain exact-candidate rendered-copy and device/origin evidence before I4"
"FE","P12-130","P11","Reversible stable pointer and rollback catalog","EXACT_CANDIDATE16_LOCAL_POINTER_ROLLBACK_PASS_RUNTIME_PUBLIC_OPEN","I3","WO-013DI passes exact candidate.16 initial validation, dry-run, forward switch, reverse switch and final stable validation in an isolated fixture. Same-byte stable and candidate backups plus receipts verify, and the final pointer matches retained 1.1.6 exactly. Tracked and public stable pointers are unchanged","Retain separately authorized runtime backup/receipt/current-Brain readback, post-rollback health and exact public pointer proof before I4"
"FE","P12-201","P02","Core ABI v3 ConnectionStatus","DEFERRED_POST_1_2_0","I1","WO-004D; source sections 7.2, proposed ABI v3 and exclusions require the 1.2.0 frontend adapter on ABI v2, place ConnectionStatus after 1.2.0 and forbid ABI v3 as a release blocker; current ABI2 descriptor/event compatibility and fail-closed ABI3 tests pass","Keep out of 1.2.0; start a separate post-1.2.0 Core/client ABI proposal only with versioned v2 fallback, v3 binding fixture, export/artifact compatibility and migration evidence"
"FE","P12-202","P08","Fully extract Profile and Rules from part files","VERIFIED","I1","WO-010H finds no P0/P1 acceptance failure requiring a mechanical library extraction; Profile and Rules already live in focused feature part files and the active change stayed scoped","Conditional P2 deferred; extract only when a concrete ownership/testability failure requires a public-library boundary"
"FE","P12-203","P08","Portal component test environment","VERIFIED","I1","WO-010I final reconciliation; cabinet lint/build and focused Playwright component-boundary journeys pass 66/66, but no dedicated component runner exists and no P0/P1 failure requires another test environment","Conditional P2 deferred; add a component runner only when an isolated component failure cannot be proved proportionally by current unit/E2E contracts"
"FE","P12-204","P08","Marketing LazyMotion and bundle optimization","VERIFIED","I3","WO-010E1; measured Framer feature payload at 141.5 KiB raw/47.2 KiB gzip, then strict async LazyMotion domAnimation reduced it to 43.5/17.1 KiB; production build and browser regression PASS","Measure exact deployed transfer and LCP evidence before I4"
"FE","P12-205","P08","Explainable smart location","VERIFIED","I1","WO-010H retains current bounded Auto copy because no P0/P1 failure proves a need for a new advisory scoring/explanation authority","Conditional P2 deferred until Smart Connect exposes stable reason factors and a user acceptance failure requires them"
"FE","P12-206","P08","Windows titlebar and tray polish","VERIFIED","I1","WO-010H finds no P0/P1 titlebar/tray acceptance failure beyond the already proved close-to-tray, autostart, adaptive navigation and shortcut contracts","Conditional P2 deferred pending physical Windows evidence of a concrete shell usability failure"
"FE","P12-207","P08","User motion setting over OS preference","VERIFIED","I1","WO-010E1 confirms OS preference is authoritative across app and marketing; no explicit in-product motion override has been approved or implemented","Conditional P2: require product decision, persistence/accessibility contract and focused proof before implementation"
"FE","P12-208","P07","Support SSE/WebSocket only if required","VERIFIED_DEFERRED_NOT_REQUIRED","I1","WO-010K; source-plan and canonical product authorities make streaming conditional on a measured polling failure. No such failure is retained; the complete adaptive polling contract passes locally on unmerged client PR 29, so no SSE/WebSocket transport was added","Reopen only after retained polling SLA, battery or backend-load evidence proves the bounded foreground policy inadequate and a single owned streaming contract is approved"
"FE","P12-209","P08","Cross-device QR handoff","VERIFIED","I1","WO-010H finds no P0/P1 path blocked by the absence of QR; existing authenticated cabinet, pairing-code and safe handoff authorities cover required flows","Conditional P2 deferred until a measured cross-device completion failure justifies a scoped expiring QR contract"
"FE","P12-210","P06","Generated copy-contract documentation","LOCALLY_PROVED","I3","WO-013DK; platform f8a3b3369a16b37494f910a31ac39fcf5ba70ab4 plus client PR 48 / main merge 9b52d6a7d461fcebe4c2225dfe5655f6cc8aa02d generate and digest-pin the product, public-URL, commercial, copy-catalog and marketing-governance authority map; all seven catalog namespaces and the active-client app baseline are documented; exact-Core seed/docs drift gate and platform 41/41 copy-contract matrix PASS","Retain the read-only generator gate on the next exact candidate; generated reference remains non-authoritative and no I4/public/deployed/legal claim is implied"
"FE_PR","PR-00","P01","Freeze and contracts","MERGED_HOSTED_PROVED_NO_VISIBLE_UI","I3","WO-013K/013N; platform PR 18 exact head e26fcb0b3581c8b0261db29812563085b8fb90a9 contains ten freeze/contracts/workflow/evidence paths and zero visible UI paths; hosted release-base-isolation run 32616491039 and Guardrails run 32616491005 SUCCESS; merged as 8cef00ace333d9164d7ac9f4a0856eb7fa88f173; scoped three-path retained-workflow/CRLF follow-up PR 19 passed Guardrails 32618497517 and merged as a25fa8a9ec5fe9e4032a65e152c9852c5c78e45b","Keep branch-policy/reviewer proof separate under REL-001/DOD-09 and repeat freeze/contracts against the exact candidate before I4; no eligible non-author review or candidate proof is implied"
"FE_PR","PR-01","P02","Connection reducer","LOCALLY_PROVED","I3","WO-004A2 direct-cutover decision; one ConnectionCoordinator owns mutable state, reducer/presenter construction stays inside the focused boundary, Home receives one aggregate state/intents contract, boundary check and 14/14 focused tests PASS","Retain physical-device and exact-candidate transition evidence before I4; do not reintroduce a second live reducer"
"FE_PR","PR-02","P02","Presenter and connect disc","LOCALLY_PROVED","I3","WO-004A2; presenter/disc/haptic contract plus four deterministic 390x844 critical-state goldens (idle, route scope, verified, degraded) PASS without update mode","Retain Android/Windows physical rendering, TalkBack/Narrator, OS scaling and exact-candidate screenshots before I4"
"FE_PR","PR-03","P08","First session","LOCALLY_PROVED","I3","WO-010C1; trial, existing-access restore, failed handoff, permission deny/retry and first verified connect share one bounded journey; client analyze and 356/356 app-shell tests PASS; authenticated backend app-first regression 43/43 PASS","Retain exact-candidate device journey evidence before I4"
"FE_PR","PR-04","P08","Downloads","LOCALLY_PROVED","I3","WO-010D1; platform-correct release cards require version channel date positive size and valid SHA-256, hide partial artifacts and expose explicit support/manual paths; cabinet 63/63 and full WebApp E2E 82/82 PASS","Retain exact-candidate published artifact and authenticated cabinet evidence before I4"
"FE_PR","PR-05","P06","Subscription and checkout","LOCALLY_PROVED","I3","WO-008M; aggregate local proof binds the six-state access presentation, provider capabilities, locked offer/order revalidation, identity-free return capability with closed return UI, idempotent pending behavior and payment-funnel diagnostics that remain separate from signed payment truth; backend 30/30, client 2/2, WebApp build plus 69/69 and marketing gates PASS","Retain exact-candidate Android/Windows and authenticated cabinet accessibility/performance, deployed provider/public redirect, PostgreSQL concurrency, payment analytics readback and real paid/access-mismatch evidence before I4"
"FE_PR","PR-06","P08","Adaptive behavior","VERIFIED","I3","WO-010E1; Android/Windows/Apple interaction physics plus reduced/no-JS/static/mobile marketing paths are implemented; client 359/359 and marketing lint/build/SEO/responsive gates PASS","Retain exact-candidate device and browser evidence before I4"
"FE_PR","PR-07","P08","Information architecture","VERIFIED","I3","WO-010H locally proves the Locations, Rules and Profile hierarchy plus one expert-rules apply boundary; client design owner and focused/full regressions are current","Retain physical-device, screen-reader and exact-candidate presentation evidence for I4"
"FE_PR","PR-08","P04","Support and recovery","LOCALLY_PROVED","I3","WO-006J; encrypted bundle and safe reason-code producers pass; polling lifecycle/backoff/dispose 4 tests, encrypted outbox 3 tests and Protection Center disconnect/profile/verify repair 4 tests pass","Retain exact-candidate device support upload and repair recovery evidence before I4"
"FE_PR","PR-09","P08","Quality gate","LOCALLY_PROVED_EXACT_CANDIDATE16_FULL_LOCAL_GATE_EXTERNAL_PROOF_OPEN","I3","WO-010I defines the aggregate gate. WO-013DE runs it from exact candidate.16 sources under Node 22.14 with Playwright/Chromium and passes 15/15, including 413 client widgets, cabinet 69/69 and static performance 9/9. The report explicitly remains candidate_proven=false; physical accessibility, authenticated journeys, comparable device/artifact performance, RU and post-promotion proof are open","Attach candidate.16 physical Android/Windows accessibility and performance, authenticated journeys, comparable artifacts, RU-origin and post-promotion evidence before I4/I5"
"FE_PR","PR-10","P11","Release hardening","LOCALLY_PROVED_CANDIDATE16_GATE_F_NO_GO_RUNTIME_GATES_OPEN","I3","WO-013DE retains signed supply, full local quality and default traffic PASS. WO-013DF proves exact AWG profile activation and fail-closed UI, but both lab egress checks fail. WO-013DO closes exact ARM64 install identity and generates Gate F NO_GO 2/17/2. Connected Windows, physical runtime, current/Brain/RU, provider/Operator/legal, rollback, no-open-P0 and comparable performance remain open","Resolve lab egress and complete manual/runtime rows; regenerate Gate F and prohibit promotion until GO"
"MKT","MKT-000","P09","Legal and launch truth","LOCALLY_PROVED","I3","WO-011B/F; closed-schema governance, trust/service profiles, channel gates and scanner preserve seller/offer/RF launch blocked; aggregate local gate PASS","Owner legal qualification, published seller/terms, channel permission and deployed readback remain BLOCKED; no launch from local proof"
"MKT","MKT-100","P06","Server-authoritative offers","LOCALLY_PROVED","I3","WO-011C/D/F; exact 3/6-month 10% offer, immutable 72-hour window, one-use assignment, signed ticket/reservation and price/revision/deadline/legal/capacity/quota locks; focused and aggregate tests PASS","Retain exact-candidate provider/deployed offer readback before I4"
"MKT","MKT-200","P06","Campaign identity and attribution","LOCALLY_PROVED","I3","WO-011D/E/F; complete bounded lineage now flows app/cabinet -> signed checkout -> order -> paid/reversed/verified-connect/D7/D30/renewal projections and mature variant read model; local gate PASS","Retain deployed redacted provider/payment/observer/admin freshness and D30 outcome evidence before I4"
"MKT","MKT-300","P09","Capacity-aware growth","LOCALLY_PROVED","I3","WO-011C/E/F plus WO-008B/G; pilot exposure requires green/yellow below pause boundary, audited hysteresis remains authoritative and decision pack stops on capacity; local gate PASS","Live worker freshness, capacity transition/readback and exact-candidate evidence remain BLOCKED_BY_ACCESS"
"MKT","MKT-400","P06","Honest urgency","LOCALLY_PROVED","I3","WO-011C/D/F; app/cabinet consume server price, absolute deadline, terms and conservative remaining quota with no client-reset timer; expiry and stale-cache paths fail closed; local gate PASS","Retain exact-candidate public/app clock and deployed offer evidence before I4"
"MKT","MKT-500","P09","Copy and positioning","LOCALLY_PROVED","I3","WO-011B/F; registry-backed trust-led homepage/checkout/winback A/B copy, prohibited-claim scanner and marketing lint/build/SEO/responsive gates PASS","Service-led/RF advertising profile remains BLOCKED_BY_OWNER_DECISION; retain exact deployed copy readback before I4"
"MKT","MKT-600","P06","Commercial consistency","IMPLEMENTED_PARTIAL","I2","WO-008A–G and WO-011B–F; commercial revision now also binds governance/pilot digests, owned surfaces and decision readback; deterministic contracts and local aggregate gate PASS","Prove clean exact-candidate atomic deploy, CDN purge, public/admin revision readback and authorized rollback rehearsal before I3/I4 for this broad row"
"MKT","MKT-700","P08","App integration","LOCALLY_PROVED","I3","WO-011D/F; active client parses all-or-nothing commercial lineage, emits bounded promo events, preserves normal/offline access on absent/stale pilot and passes analyze plus 83/83 focused tests","Retain Android/Windows exact-candidate device, offline expiry and payment-success suppression evidence before I4"
"MKT","MKT-800","P09","Claim evidence registry","LOCALLY_PROVED","I3","WO-011B/F; generated closed-schema claim/evidence/profile/channel registry has digest/staleness validation and deterministic active-copy scan; local gate PASS","Owner legal records and deployed public-copy digest readback remain external gates before I4"
"MKT","MKT-900","P09","Controlled pilot and evidence-based decision","LOCALLY_PROVED","I3","WO-011C–F; 13 deterministic eligible/holdout/suppression vectors, exact quota/concurrency, mature net-revenue metric, stop guards, Operator Center and refusing postmortem generator pass the 19-step local gate","External pilot/send/spend/launch/outcomes are NOT_AUTHORIZED; D30/holdout/legal/provider/capacity evidence required before I4"
"MKT_STAGE","STAGE-0","P09","Stop legal and commercial launch risk","LOCALLY_PROVED","I3","WO-011B/F; repository legal/seller/RF/channel state stays blocked and stale/missing claims fail closed; local aggregate gate PASS","Resolve owner legal and published seller/terms/channel evidence separately"
"MKT_STAGE","STAGE-1","P09","Repair commercial authority","LOCALLY_PROVED","I3","WO-011B/C/F; generated commercial/governance/pilot revisions and one server offer authority are exact and current; local gate PASS","Retain clean exact-candidate deployed revision readback before I4"
"MKT_STAGE","STAGE-2","P09","Carry campaign identity through revenue","LOCALLY_PROVED","I3","WO-011D/E/F; signed complete lineage and identity-free paid/connect/D7/D30/renewal/reversal projections plus postmortem input are locally proved","Retain deployed provider/runtime chain and mature exact-candidate outcomes before I4"
"MKT_STAGE","STAGE-3","P09","Bind marketing to capacity","LOCALLY_PROVED","I3","WO-011C/E/F; exposure and decision paths share the 300-unit capacity policy and stop at the pause guard; tests and Operator Center build PASS","Fresh production worker/capacity/admin evidence remains BLOCKED_BY_ACCESS"
"MKT_STAGE","STAGE-4","P09","Approve copy and legal profiles","IMPLEMENTED_PARTIAL","I2","WO-011B/F; trust/service profiles, claim evidence, expiry and channel requirements are implemented and scanned, but repository truth intentionally contains no sample approval","Real non-expired owner legal/profile/channel approval is BLOCKED_BY_OWNER_DECISION"
"MKT_STAGE","STAGE-5","P09","Run controlled pilot","VERIFIED","I1","WO-011F; exact external prerequisites, runbook, 20-payment ceiling, stop guards and evidence labels are frozen; no contact/send/spend/launch occurred","WO-011G is NOT_AUTHORIZED; owner must authorize exact candidate, audience, channels, mutations and scope"
"MKT_STAGE","STAGE-6","P09","Scale only from evidence","LOCALLY_PROVED","I3","WO-011E/F; decision/postmortem refuses CTR/early-payment winner, requires mature net revenue plus holdout/complete window/no stop guard and never auto-scales; local gate PASS","Observe authorized D30/refund/support/incident outcomes and obtain a separate owner scale decision before I4"
"FRKN_ADOPT","ADOPT-01","P02","Require egress and traffic proof beyond handshake","LOCALLY_PROVED","I3","WO-004A; green requires DNS plus authenticated selected-outbound egress traffic probe; all host enums tested","Retain native and exact-candidate proof in Phase 11"
"FRKN_ADOPT","ADOPT-02","P04","Measure transport, config generation, endpoint/ASN, versions and network type","CANDIDATE16_BOUNDED_PROFILE_RUNTIME_PARTIAL_EGRESS_FAIL","I2","WO-012B/D freeze safe dimensions and forbid raw identifiers. WO-013DE/013DF bind candidate.16 version, exact Core/client bytes, LDPlayer environment and sanitized default/AWG profile outcomes. Both labs activate but fail egress. Endpoint/ASN and broader network-type measurements remain absent","Isolate lab egress and collect remaining bounded endpoint/ASN/network-type values before I3/I4"
"FRKN_ADOPT","ADOPT-03","P10","Maintain TCP/TLS-like and UDP transport families","LOCALLY_PROVED","I3","WO-012B-G; legacy REALITY remains the default TCP/TLS-like family and typed AWG2 is an isolated disabled UDP-family lab in the same sing-box graph; 012 local gate PASS","Retain exact-artifact and distinct-origin comparison before any readiness or product claim"
"FRKN_ADOPT","ADOPT-04","P04","Classify endpoint burn, protocol block, DNS bootstrap, TLS/REALITY, route ownership and server failure","VERIFIED","I1","WO-006 problem taxonomy plus WO-012 inventory confirms owners and safe evidence ceiling","Retain owned reproductions and exact-candidate classification evidence"
"FRKN_ADOPT","ADOPT-05","P01","Publish immutable version, SHA-256, signer, source commit and SBOM contract","CANDIDATE16_IMMUTABLE_CONTRACT_PUBLIC_ASSETS_OPEN","I2","WO-013DE binds candidate.16 Core cd8f0f4, Android AAR 2a9677d9, Windows DLL f284fa88, six artifact hashes, Android signer lineage, SBOM 47785d3b and provenance 844fcda1 to signed index 54cfa03. Trusted Windows signer and public immutable app-asset mapping remain absent","Retain candidate.16 public same-byte asset mapping and trusted Windows signer evidence before I3/I4; keep the owner unsigned direct-beta exception explicit"
"FRKN_ADOPT","ADOPT-06","P08","Keep consumer-first UI with sanitized technical health sheet","LOCALLY_PROVED","I3","WO-010G1; Profile exposes consumer labels, proof freshness, supported safe actions and bounded package metadata while raw host/provider/config details remain absent; presenter/widget raw-detail regressions and full app-shell pass","Retain exact-candidate Android/Windows visual and support-operability evidence before I4"
"FRKN_ADOPT","ADOPT-07","P06","Centralize price, referral, privacy and release truth","LOCALLY_PROVED","I3","WO-008A/008I; commercial contract remains price authority; referral/trial/reward constants bind product-facts; public-URLs digest and full offer/privacy/release URLs are generated into the client and consumed by Profile; local cross-surface proof PASS","Retain exact-candidate server/client/public readback before I4"
"FRKN_AWG","AWG-01","P10","Use synthetic client/server fixtures without real keys or endpoints","LOCALLY_PROVED","I3","WO-012B/C; documentation-address dual-stack fixture and deterministic non-production keys; Core and platform tests plus secret scan contract PASS","Keep exact artifacts and live endpoints outside retained synthetic evidence"
"FRKN_AWG","AWG-02","P10","Version AWG schema subset and capability","LOCALLY_PROVED","I3","WO-012B; pokrov.awg2.endpoint.v1 JSON/schema/SHA and cross-repo drift gate PASS","Any schema change requires new digest/revision and exact-candidate reproof"
"FRKN_AWG","AWG-03","P10","Prove TCP, UDP, DNS, IPv4 and IPv6 on exact Android AAR and Windows DLL","CANDIDATE16_EXACT_ANDROID_DNS_ROUTE_PASS_LAB_EGRESS_FAIL","I1","WO-013DF proves exact candidate.16 awg31_lab and awg2_lab activation, Android VPN/tun0, managed DNS and IPv4 routes. Authenticated egress fails for both; no current-candidate AWG TCP/UDP success exists. UDP, IPv6, ARM64 and Windows remain absent","Resolve the shared egress boundary, then run candidate.16 Android/Windows TCP, UDP, DNS, IPv4 and IPv6 matrix"
